product_id,name,category,price,stock,rating
46,For Research,Clothing,65.27,716,1.56
47,Similar Outside,Home,245.04,946,2.6
48,School Both,Books,22.25,409,1.08
49,Personal Point,Clothing,48.03,123,4.06
50,Partner Job,Clothing,129.05,695,2.22
51,Inside People,Electronics,212.04,761,1.04
52,Method Eye,Home,142.52,854,2.13
53,Player Executive,Home,65.71,451,3.17
54,Environment Ability,Sports,228.62,367,1.54
55,Have Actually,Clothing,51.17,360,3.05
56,Take Road,Sports,165.58,708,3.57
57,Shoulder End,Home,207.57,851,2.52
58,Vote Get,Home,143.0,464,3.04
59,Whether Return,Clothing,77.57,55,3.74
60,Become Someone,Home,180.9,412,3.32
61,Realize Instead,Clothing,31.32,928,1.58
62,Help Name,Home,235.44,984,3.17
63,Drug Night,Books,44.72,766,3.54
64,Actually Agree,Home,65.57,641,2.73
65,Leave Happen,Home,110.25,325,2.26
66,Increase Meet,Clothing,33.38,449,4.94
67,Ten Bring,Books,43.39,857,2.43
68,Example Smile,Clothing,46.24,954,1.14
69,Official Cost,Sports,109.82,843,3.79
70,Decide Decide,Clothing,96.38,377,1.92
71,Tv Mention,Electronics,287.57,602,4.81
72,Nearly Account,Books,18.98,366,2.23
73,Page Loss,Clothing,122.33,99,4.44
74,Affect Citizen,Sports,245.85,307,1.12
75,Wind Owner,Home,110.41,831,4.25
76,Avoid There,Electronics,212.75,783,2.68
77,Room Know,Electronics,57.04,39,4.53
78,Toward Region,Books,31.35,104,1.62
79,Strategy North,Books,14.18,432,2.78
80,Civil She,Books,46.76,173,2.9
81,Image See,Clothing,54.51,332,1.48
82,Money Word,Home,268.36,448,2.21
83,Provide Decade,Home,227.96,990,4.04
84,Clear Side,Sports,57.81,730,1.25
85,Large Image,Books,28.83,335,4.22
86,Heart Own,Electronics,76.17,591,4.17
87,Carry Federal,Books,12.1,234,3.16
88,Fall Her,Sports,144.09,187,4.71
89,Receive Top,Books,44.16,496,1.44
90,They Possible,Home,155.53,80,1.21
91,Positive View,Clothing,129.63,802,2.5
92,Feeling Bit,Clothing,118.81,413,2.75
93,Role Indeed,Books,34.55,789,1.46
94,Arrive Toward,Books,10.01,686,4.71
95,Hold Fund,Sports,208.16,958,3.92
96,Team Town,Books,19.93,287,3.03
97,Down Debate,Sports,67.44,740,1.98
98,Very Money,Electronics,133.6,566,2.93
99,Just North,Sports,198.35,954,3.28
100,Per Option,Home,88.8,487,2.8
101,Minute Other,Electronics,131.87,18,1.93
102,Common Budget,Electronics,77.14,996,1.96
103,Firm Street,Books,19.59,616,4.35
104,Often Official,Electronics,478.42,954,1.39
105,Face Including,Clothing,25.85,385,3.34
106,Exist Green,Home,173.79,532,4.89
107,Part Wonder,Electronics,91.87,2,3.18
108,But Address,Sports,109.96,624,1.03
109,Determine Main,Books,38.24,333,4.86
110,Town Box,Books,14.93,250,3.66
111,History Time,Electronics,91.47,335,4.73
112,Hit Break,Electronics,499.35,187,2.77
113,Capital Always,Home,135.42,395,4.59
114,And One,Books,43.19,950,3.78
115,Likely Develop,Electronics,200.48,677,1.77
116,Artist Star,Electronics,475.02,126,1.73
117,Level Who,Sports,171.38,469,3.85
118,A Million,Clothing,17.06,96,3.46
119,Person Half,Sports,84.1,3,1.18
120,Security Agency,Electronics,189.03,473,3.86
121,Expect If,Books,30.73,788,1.21
122,People Issue,Clothing,10.68,558,3.26
123,Defense Development,Sports,110.69,15,1.94
124,Standard Data,Books,39.5,717,3.56
125,First Carry,Electronics,79.85,571,3.91
126,Television Say,Clothing,42.95,242,2.93
127,Detail Trade,Sports,21.11,237,4.58
128,Represent Enjoy,Clothing,88.58,541,4.2
129,View Down,Books,24.7,143,4.34
130,Top Information,Electronics,244.2,539,1.72
131,Travel Away,Books,38.76,65,3.93
132,Bag In,Home,52.71,829,2.94
133,West Western,Clothing,123.59,610,4.2
134,Need Assume,Clothing,13.76,561,4.34
135,Project Who,Books,42.48,832,3.49
136,Until Age,Home,120.03,588,4.48
137,Friend Land,Clothing,83.16,136,1.78
138,Rule Now,Books,29.91,925,3.12
139,Lay Upon,Books,10.1,915,2.03
140,Rich Follow,Electronics,469.62,737,1.59
141,West True,Sports,178.08,869,1.21
142,Do Out,Sports,73.45,552,4.47
143,Environment As,Books,41.96,817,1.29
144,General Ready,Books,33.55,411,2.29
145,Shoulder Right,Home,90.38,874,2.78
146,Address Field,Electronics,407.33,224,2.75
147,Measure It,Books,22.89,905,2.65
148,Off Technology,Electronics,298.67,112,3.03
149,Prepare Pay,Home,242.94,440,3.43
150,Buy Church,Sports,239.29,47,1.79
151,Official West,Sports,141.25,982,2.41
152,Hospital Middle,Electronics,408.35,48,1.39
153,Power During,Sports,31.26,985,1.12
154,High Source,Books,17.43,27,2.26
155,Put Way,Home,228.53,989,1.34
156,None Eat,Electronics,76.74,456,2.27
157,Task Receive,Clothing,84.15,548,2.68
158,Remain Must,Sports,45.37,390,3.89
159,Involve Create,Clothing,20.15,448,4.6
160,Score Hour,Clothing,32.36,47,3.48
161,Become Glass,Home,28.21,579,3.46
162,Stock Fall,Electronics,228.85,927,2.18
163,Personal Although,Books,35.14,13,1.13
164,Feeling Exist,Books,14.98,386,4.95
165,Rise Ahead,Electronics,182.67,774,4.81
166,Behavior Once,Home,28.1,917,1.24
167,Set Tv,Books,23.57,970,3.58
168,Value White,Electronics,285.03,81,2.84
169,School Benefit,Sports,113.59,593,4.24
170,Move Carry,Home,203.9,459,3.97
171,With Purpose,Books,35.9,745,1.98
172,Relate History,Clothing,128.37,216,1.29
173,Together Care,Electronics,486.31,438,3.93
174,Democrat Year,Books,14.94,6,2.03
175,Exist Head,Clothing,15.22,670,1.69
176,Do Place,Home,211.26,370,4.54
177,No Wrong,Sports,198.93,57,4.54
178,Also Suddenly,Sports,67.39,552,1.62
179,Gas Animal,Sports,215.29,74,3.37
180,Whole After,Clothing,130.4,298,3.6
181,Sort Share,Clothing,105.41,416,1.9
182,Arm Lose,Home,253.43,243,2.63
183,He Common,Home,197.69,797,3.74
184,Someone Forward,Home,267.55,531,1.1
185,House Type,Electronics,459.46,865,1.05
186,Democrat Environment,Home,87.62,515,3.98
187,They Attention,Clothing,10.43,914,1.28
188,Significant About,Electronics,395.91,132,3.88
189,On Remain,Sports,85.47,107,4.38
190,A Everything,Sports,205.66,13,3.09
191,Step Image,Clothing,56.52,554,1.97
192,Sign Ball,Home,76.26,321,1.88
193,Mission Arrive,Clothing,100.37,903,3.96
194,Office Career,Clothing,79.5,25,1.16
195,Usually Blue,Clothing,130.17,248,4.19
196,Cell Often,Electronics,309.23,607,1.37
197,Service Clearly,Sports,139.0,370,2.39
198,Research Realize,Electronics,486.04,508,4.41
199,By Bad,Sports,113.3,952,1.41
200,Sense Unit,Sports,156.15,901,1.44
201,Reality Upon,Clothing,113.82,353,1.42
202,Happen Manage,Clothing,14.14,789,2.9
203,Bed Discover,Clothing,38.21,775,4.56
204,Rich On,Books,47.49,513,3.4
205,Material Later,Books,43.22,232,3.96
206,Coach Prevent,Sports,214.08,27,1.69
207,Price Total,Electronics,270.15,537,2.4
208,Without Rest,Clothing,71.55,474,2.9
209,Success Trial,Books,35.95,693,1.97
210,Local Tonight,Home,105.69,244,4.66
211,Future Should,Home,153.33,199,1.25
212,Trip Fish,Books,12.48,108,4.82
213,Picture Store,Books,27.8,346,1.71
214,Stuff Product,Electronics,119.83,166,1.72
215,Sport Here,Books,10.38,767,2.12
216,Receive Me,Books,13.47,521,3.16
217,Like Sure,Home,218.96,77,2.51
218,Forget Past,Clothing,22.86,62,2.39
219,Picture Organization,Books,25.14,466,4.76
220,Physical Require,Books,28.39,601,2.22
221,Quickly Do,Electronics,300.7,679,1.57
222,Field Watch,Electronics,80.39,88,4.63
223,Hope Rule,Electronics,412.23,542,3.3
224,Wait Behind,Clothing,24.22,933,4.66
225,Along Term,Books,48.75,940,4.0
226,Eight Player,Clothing,41.38,975,3.37
227,About Might,Electronics,316.58,750,3.2
228,Already National,Home,153.46,753,3.98
229,Attack Player,Books,26.8,369,1.12
230,Under Phone,Clothing,16.13,620,3.46
231,Everyone Choose,Books,8.59,86,2.62
232,Despite Body,Home,285.1,909,3.18
233,Doctor Entire,Electronics,227.58,60,4.27
234,Car Plan,Books,29.84,141,2.79
235,Hold Spring,Sports,197.56,977,3.77
236,Certainly Draw,Clothing,17.29,953,2.86
237,Article Language,Sports,34.39,117,2.85
238,Throughout Religious,Books,49.77,474,2.41
239,Long Table,Home,45.7,124,3.04
240,Paper Deep,Clothing,65.92,426,1.21
241,Blue Guy,Home,122.13,152,1.49
242,Kind Hit,Clothing,123.63,138,4.56
243,Apply Fast,Sports,30.51,334,2.38
244,Major Treat,Sports,241.8,368,2.23
245,My Power,Electronics,153.28,749,1.17
246,Laugh Direction,Electronics,194.27,891,3.1
247,Either Office,Sports,248.27,761,3.68
248,Popular Blue,Sports,98.96,708,3.6
249,Ok City,Sports,211.41,118,2.19
250,Third Mind,Books,15.83,539,4.16
251,Remember Benefit,Clothing,35.32,135,2.59
252,Brother Research,Electronics,177.18,692,4.39
253,Early First,Electronics,82.52,138,3.24
254,Case Likely,Sports,234.48,588,4.08
255,Those Structure,Sports,223.33,492,3.01
256,Now Town,Sports,66.18,623,1.32
257,Our See,Sports,140.69,165,4.1
258,Major Mother,Clothing,124.14,778,2.95
259,Red This,Clothing,76.41,752,3.96
260,Out Foot,Books,34.99,38,4.02
261,Eat Head,Electronics,373.53,383,4.19
262,Nearly Contain,Books,23.79,403,2.87
263,Relate Station,Home,151.36,289,3.69
264,Agree Bag,Electronics,123.92,988,1.92
265,Wife Great,Books,22.25,540,3.96
266,Air Worker,Electronics,141.28,221,3.23
267,Church Consider,Home,24.89,904,3.79
268,Law Mr,Electronics,254.83,394,4.32
269,Less Stop,Sports,90.22,408,1.28
270,Whom Go,Books,9.07,269,4.43
271,Social Look,Home,97.74,242,3.75
272,Laugh Allow,Clothing,90.88,618,1.2
273,Again Only,Books,24.85,240,2.32
274,Its Value,Home,89.01,391,4.01
275,Hair Bed,Sports,227.32,573,4.96
276,Nice Cell,Electronics,481.04,912,2.67
277,Former Action,Books,29.1,61,1.77
278,Experience Himself,Sports,147.95,260,2.18
279,Financial Who,Clothing,100.72,113,3.44
280,View Box,Clothing,116.09,940,1.26
281,Culture Remember,Electronics,137.42,952,1.76
282,Apply Water,Home,212.8,457,2.86
283,Clearly Account,Home,241.92,501,3.61
284,Start Then,Books,8.78,281,1.25
285,Race Degree,Books,25.66,95,1.31
286,Receive Than,Home,106.3,569,2.4
287,Play Writer,Electronics,96.25,230,3.82
288,Plan Data,Sports,98.38,655,4.58
289,Woman Reach,Electronics,149.31,967,1.43
290,Phone Then,Home,199.89,473,3.45
291,He Factor,Sports,74.52,226,3.71
292,Run Anything,Electronics,381.47,479,4.35
293,Pick Head,Home,91.71,986,2.28
294,Matter Call,Home,203.07,405,2.89
295,Minute Tend,Sports,184.56,884,1.55
296,Will From,Sports,219.43,971,3.49
297,Young Time,Electronics,230.55,414,4.37
298,Inside Something,Books,28.55,966,4.36
299,Cold It,Books,21.67,820,4.96
300,Leave Military,Books,34.13,966,3.13
301,Ok Into,Home,129.57,325,1.3
302,Day Anyone,Clothing,134.4,910,4.18
303,Truth Public,Sports,158.87,902,4.32
304,Two Religious,Clothing,125.54,679,1.5
305,Put Particular,Electronics,125.85,13,2.05
306,Then Body,Home,211.87,109,4.43
307,Table Company,Home,101.99,933,1.0
308,Lose Form,Home,282.76,807,1.77
309,Nice Continue,Sports,18.86,2,1.63
310,Employee Pick,Books,15.26,734,4.57
311,Cold Success,Books,28.43,404,2.94
312,Fly Sense,Sports,102.06,258,1.56
313,Late As,Sports,143.59,755,1.9
314,Development Method,Books,31.32,11,3.26
315,Huge Personal,Clothing,59.02,612,2.24
316,Write Firm,Clothing,81.85,710,1.37
317,Word Site,Electronics,450.16,637,3.53
318,Sense Do,Sports,167.04,821,1.55
319,Movement Prepare,Home,197.67,517,4.15
320,Finally Include,Sports,153.27,111,4.65
321,Building Hour,Sports,126.92,894,2.07
322,Truth School,Books,17.62,565,3.52
323,Head Huge,Clothing,93.49,351,2.07
324,Teach Sign,Clothing,20.58,986,4.97
325,Floor Over,Electronics,493.69,544,4.99
326,Exactly Among,Clothing,109.27,847,2.52
327,Economy Break,Sports,160.04,896,2.21
328,Though Way,Home,27.16,12,3.11
329,Relate Start,Electronics,380.88,615,3.56
330,Their Tend,Sports,37.9,974,2.59
331,Police Them,Books,44.1,818,3.59
332,Seat Final,Books,10.12,643,1.7
333,White No,Electronics,332.37,737,1.26
334,What Much,Electronics,92.02,919,2.27
335,Always Article,Sports,20.44,894,3.8
336,Public Hospital,Clothing,17.05,846,2.73
337,End Shoulder,Clothing,133.22,710,3.08
338,Establish Far,Electronics,287.41,916,4.19
339,Company Firm,Books,40.16,115,4.45
340,Some Worker,Sports,214.33,73,4.88
341,Address Serious,Books,37.25,526,4.61
342,Once Change,Clothing,134.46,708,2.95
343,Help Believe,Sports,59.71,741,1.3
344,Form Husband,Electronics,253.68,105,1.58
345,Answer Government,Books,37.06,800,2.51
346,Eight Certain,Books,22.39,93,4.63
347,Feeling Single,Electronics,437.96,238,3.88
348,Company Animal,Books,27.16,555,1.25
349,Personal Feel,Electronics,212.7,534,2.47
350,Yet Push,Home,87.67,723,1.57
351,Know Health,Clothing,74.58,295,3.04
352,Economic Little,Electronics,437.37,665,1.16
353,Dinner Security,Sports,126.43,762,4.13
354,Parent Clear,Home,193.65,235,3.72
355,A Quickly,Home,149.72,592,2.7
356,Hope Safe,Clothing,78.3,105,2.38
357,Reflect Herself,Sports,28.41,753,2.48
358,Development Use,Clothing,25.69,364,4.98
359,Treatment Whole,Home,152.4,368,2.62
360,Increase Game,Home,294.37,913,4.62
361,Fall Field,Electronics,482.58,776,3.82
362,Really Laugh,Books,21.35,566,3.77
363,Difference Back,Electronics,386.36,130,4.51
364,List Measure,Books,22.22,618,4.53
365,Hold Myself,Electronics,466.31,841,4.36
366,His Manage,Books,45.7,776,3.55
367,Protect Quite,Clothing,101.96,656,4.8
368,Long Data,Home,74.36,297,4.41
369,Important Nor,Home,217.98,186,1.29
370,Happen Middle,Electronics,271.69,219,4.29
371,Large Exist,Sports,158.55,749,1.83
372,Should Against,Home,287.86,922,4.85
373,Bad Impact,Clothing,70.43,917,3.31
374,Wall Strong,Books,37.32,58,1.44
375,Court Even,Clothing,131.18,718,1.05
376,Though Structure,Electronics,69.76,62,4.22
377,Remain At,Books,43.48,209,4.27
378,Customer Turn,Clothing,106.7,369,3.68
379,Full Writer,Clothing,122.3,293,3.5
380,In Party,Clothing,57.63,772,1.06
381,Trial Personal,Electronics,367.55,47,2.9
382,Everything Room,Sports,175.01,388,3.67
383,Project Majority,Home,129.05,350,4.14
384,Trouble Represent,Electronics,102.11,651,4.22
385,National Food,Home,47.97,617,1.64
386,Front Quality,Electronics,143.85,591,3.25
387,Story Just,Books,10.58,248,1.65
388,Summer Bad,Electronics,215.69,581,2.12
389,Number Chair,Books,15.67,20,1.53
390,Class Writer,Clothing,54.21,544,1.14
391,None Ok,Sports,156.16,453,4.3
392,Herself She,Home,64.45,378,1.74
393,Identify Carry,Books,49.43,214,4.22
394,Husband House,Home,262.14,286,2.3
395,Significant Movie,Books,30.38,862,1.34
396,Investment Worry,Sports,75.66,150,4.31
397,One Federal,Electronics,105.64,468,4.59
398,Type Commercial,Electronics,276.11,98,1.95
399,All Church,Electronics,468.38,827,4.4
400,Yet Animal,Electronics,395.51,376,4.13
401,Picture Adult,Home,157.4,68,2.83
402,Bed Woman,Clothing,48.39,354,1.26
403,Score Crime,Books,30.78,821,3.28
404,Serve Hit,Clothing,146.45,877,4.99
405,Early Save,Electronics,65.75,340,2.9
406,Trouble Music,Sports,246.75,382,2.62
407,Wife Girl,Clothing,45.0,778,1.34
408,Security Place,Home,141.13,620,3.93
409,Wear Front,Clothing,65.97,460,3.92
410,Control Walk,Clothing,146.17,240,2.11
411,Star Knowledge,Sports,232.29,884,4.84
412,Drug Congress,Sports,131.16,55,2.02
413,Past Might,Electronics,477.14,971,2.48
414,Weight Organization,Home,119.66,674,2.38
415,Account Car,Clothing,142.98,80,3.33
416,Prevent Article,Sports,186.21,282,3.52
417,Again Work,Clothing,131.54,376,3.22
418,Once Technology,Clothing,40.78,60,3.34
419,Hear Return,Books,29.64,377,3.36
420,Issue Score,Home,145.1,163,2.35
421,War Position,Books,33.04,212,4.44
422,Camera Environmental,Electronics,348.84,646,2.96
423,Type Prevent,Electronics,425.44,663,4.85
424,Shoulder Group,Clothing,19.07,186,2.31
425,Most Various,Sports,154.67,11,4.18
426,Age Also,Home,54.99,486,4.42
427,Garden Simple,Books,26.12,11,1.07
428,News Issue,Clothing,31.95,749,3.71
429,Right Child,Clothing,75.33,84,1.87
430,And Card,Home,200.65,124,3.43
431,Garden Mrs,Home,126.68,91,1.58
432,Stage Leader,Electronics,420.78,643,1.43
433,Subject Themselves,Clothing,17.14,644,3.97
434,Measure Deal,Sports,102.87,552,2.96
435,He Give,Sports,98.12,129,2.33
436,She Take,Clothing,67.64,834,4.66
437,Build Fast,Clothing,82.39,406,4.38
438,City Stock,Electronics,321.79,97,1.45
439,Manager Official,Electronics,204.78,27,1.93
440,Condition Important,Electronics,102.52,0,3.16
441,Bag Middle,Electronics,369.02,96,3.01
442,Available Minute,Books,21.28,753,2.47
443,Own Day,Sports,24.74,439,4.08
444,Population Better,Sports,188.13,732,2.29
445,Loss International,Clothing,28.76,739,2.98
446,Window Eight,Clothing,61.56,271,2.45
447,Want Ago,Clothing,135.71,611,2.6
448,Structure Answer,Books,28.52,817,4.63
449,Buy Billion,Home,139.98,515,4.42
450,Hundred Trial,Books,26.6,487,2.51
451,Term Training,Electronics,265.15,198,3.41
452,Page Worker,Clothing,97.93,482,4.73
453,Field Situation,Sports,53.75,217,2.94
454,Stand Party,Electronics,111.45,908,1.44
455,Buy Tell,Clothing,119.32,80,4.61
456,Total Relationship,Home,230.93,847,1.86
457,Last Leave,Sports,71.8,629,4.21
458,First Economic,Clothing,36.64,404,2.1
459,Task Stay,Electronics,232.82,114,2.07
460,Keep Economy,Home,277.48,75,1.84
461,Amount Goal,Books,25.71,959,1.33
462,Gas Threat,Sports,128.58,741,1.78
463,Fish Security,Books,30.19,179,3.31
464,Major Unit,Sports,191.52,834,3.56
465,World Whatever,Home,186.73,216,2.73
466,Walk Center,Sports,116.03,623,1.9
467,South Necessary,Books,34.77,643,3.79
468,Staff Call,Books,40.5,808,3.42
469,Worker Action,Home,39.05,563,1.61
470,Decide Cause,Sports,214.3,784,2.72
471,If Science,Electronics,117.11,638,3.39
472,Decision Your,Electronics,183.88,582,4.91
473,Our Mission,Clothing,38.11,680,2.27
474,Still Cell,Sports,115.92,149,3.57
475,Room Garden,Clothing,125.05,461,4.7
476,Decide Economy,Clothing,13.85,451,1.08
477,Real Show,Books,29.21,752,1.6
478,Blood Exactly,Home,287.5,160,3.2
479,Make Building,Sports,137.8,122,3.11
480,Where Identify,Electronics,198.78,713,3.98
481,Anyone Television,Sports,152.19,845,4.14
482,Start Speech,Clothing,72.16,584,1.44
483,Support Without,Sports,81.37,470,4.84
484,Before Outside,Clothing,40.15,987,1.89
485,Be System,Clothing,43.45,493,4.96
486,Soon Early,Books,27.85,463,4.96
487,Create Discussion,Sports,180.7,553,3.16
488,Test Under,Sports,190.45,44,2.34
489,College Thousand,Electronics,171.67,490,4.49
490,Movement Whole,Electronics,441.24,341,5.0
491,Site Account,Books,34.35,820,2.02
492,People Fill,Books,29.44,464,4.21
493,Very International,Electronics,339.45,818,4.39
494,Direction Together,Books,29.19,32,1.2
495,Thousand With,Clothing,20.41,648,4.83
496,Visit Conference,Sports,244.55,855,3.68
497,Thank Whom,Home,281.89,152,1.71
498,Themselves Firm,Clothing,100.32,164,4.41
499,Nice Television,Sports,198.82,564,1.52
500,Food High,Clothing,128.34,680,4.06
501,Whole Much,Electronics,277.87,478,2.53
502,American Return,Books,15.55,909,1.7
503,Political Easy,Clothing,102.78,151,4.07
504,Against Pass,Home,78.01,492,3.46
505,Thank Think,Clothing,127.33,875,3.65
506,Recognize My,Electronics,257.77,655,1.47
507,Mouth Statement,Electronics,247.3,624,3.47
508,Whole Trouble,Home,138.8,618,2.72
509,Question Plant,Sports,136.4,751,2.98
510,Reason Poor,Electronics,76.29,859,2.8
511,Cut Full,Electronics,363.67,69,3.21
512,Without Computer,Clothing,114.23,26,1.23
513,Camera Service,Home,68.35,714,3.6
514,Discussion Really,Sports,159.57,948,4.75
515,Couple Language,Electronics,204.05,626,1.68
516,Boy Kid,Sports,189.18,116,1.32
517,Other Over,Clothing,103.26,605,4.42
518,Society One,Clothing,92.28,687,2.51
519,Health Only,Electronics,214.12,145,3.69
520,Notice Chair,Books,22.45,139,2.64
521,Moment Anyone,Electronics,136.44,939,4.13
522,Dark Nothing,Home,120.79,564,1.03
523,Economic Cover,Electronics,196.13,720,4.12
524,Listen One,Books,12.38,940,4.38
525,Make Nor,Home,106.24,377,2.79
526,Movie Nothing,Home,98.42,689,3.8
527,State Truth,Home,150.07,240,1.99
528,Sense Point,Home,79.39,379,4.94
529,Color Where,Books,24.34,615,3.85
530,Produce Good,Clothing,28.38,665,3.76
531,News Hospital,Electronics,212.79,348,2.8
532,Remain Fear,Home,277.64,43,1.87
533,Experience Final,Sports,119.13,719,3.92
534,Heavy Form,Home,290.25,28,3.19
535,Level Blue,Books,46.61,663,2.04
536,Star Much,Sports,74.07,547,1.69
537,Mission Little,Books,49.03,472,1.03
538,Then Industry,Electronics,450.92,515,2.57
539,Investment Economic,Electronics,165.87,884,3.56
540,People Score,Electronics,263.62,37,1.1
541,Kitchen Board,Sports,177.94,299,3.6
542,Street Risk,Electronics,249.41,639,4.54
543,Short Soon,Sports,27.3,8,4.47
544,Wonder Until,Clothing,14.84,540,3.74
545,Send Beautiful,Books,40.65,871,2.86
546,Do Right,Sports,197.26,700,2.18
547,Sit Price,Books,11.53,261,1.12
548,Law Card,Home,276.96,74,3.18
549,Nearly Available,Home,77.55,978,1.61
550,Level Politics,Books,33.22,687,4.3
551,Within Mention,Clothing,119.91,386,1.95
552,Type Author,Electronics,337.91,91,2.71
553,Note Computer,Books,48.47,860,1.87
554,It Think,Electronics,168.57,759,3.15
555,Inside Yes,Sports,77.26,277,3.46
556,Position Audience,Clothing,146.7,149,4.09
557,Story Very,Sports,102.04,770,4.45
558,Former Value,Books,49.34,187,1.69
559,Example Approach,Home,128.95,586,4.02
560,Picture Training,Home,21.16,731,1.79
561,Character I,Home,121.62,167,4.82
562,Trouble Out,Electronics,239.17,745,2.23
563,News Them,Books,44.85,712,4.8
564,Doctor Only,Home,104.09,229,3.81
565,Power Part,Books,24.67,611,1.35
566,Skin Item,Home,120.15,583,3.93
567,Statement Play,Sports,221.85,582,2.04
568,Teacher Name,Home,296.98,721,2.55
569,Talk Indicate,Books,13.08,828,1.8
570,Give Issue,Books,19.03,832,3.43
571,Cup Improve,Electronics,273.2,968,1.91
572,Congress Measure,Books,12.36,464,1.44
573,Sound Whom,Home,33.36,142,3.6
574,Argue Wall,Books,43.63,851,3.27
575,Growth Spend,Electronics,221.33,381,3.71
576,Baby Easy,Books,48.67,512,1.46
577,Back Mr,Electronics,145.81,321,2.51
578,Imagine Factor,Electronics,428.03,898,4.27
579,World Nearly,Clothing,82.48,702,2.08
580,Billion Worker,Books,35.8,224,3.63
581,Lead Television,Electronics,360.44,375,2.07
582,Fight Action,Home,269.69,233,3.25
583,Often Of,Sports,199.02,94,2.12
584,Drive Exist,Clothing,48.62,757,3.48
585,Find Training,Home,66.72,6,1.98
586,Animal Discuss,Electronics,349.11,131,4.74
587,Individual Reveal,Sports,42.11,452,4.55
588,Accept Improve,Home,206.24,858,3.79
589,Minute Response,Home,214.91,896,4.97
590,Record Television,Sports,53.64,721,2.2
591,Air Because,Home,298.58,510,4.63
592,Color Under,Books,14.09,866,4.45
593,Call What,Home,263.36,786,2.67
594,Develop Near,Clothing,111.95,992,3.82
595,Tell Into,Clothing,65.37,599,2.24
596,Health Significant,Electronics,287.95,475,2.58
597,Allow Heart,Clothing,25.49,255,4.92
598,Well Executive,Electronics,475.05,377,4.95
599,Ok Site,Electronics,217.14,28,4.57
600,Try Sign,Home,94.15,279,2.12
601,Very Agency,Clothing,57.56,198,3.59
602,Summer Nature,Books,35.97,274,1.5
603,What Now,Clothing,45.13,112,3.02
604,Decide Public,Sports,110.09,223,4.96
605,Necessary Effort,Electronics,158.11,967,4.6
606,For Bring,Electronics,189.7,335,3.27
607,Hotel People,Books,23.54,347,3.46
608,Figure So,Books,20.6,902,4.73
609,Home Employee,Electronics,208.59,921,3.22
610,Sign Seven,Electronics,227.08,39,3.81
611,Marriage Million,Electronics,160.0,327,4.55
612,Station Financial,Clothing,124.04,45,2.95
613,To People,Books,18.38,346,1.67
614,She Choice,Electronics,262.26,226,4.57
615,Send How,Electronics,197.07,602,3.41
616,Card Republican,Home,40.83,532,1.21
617,Notice Along,Books,35.36,257,1.77
618,Check Green,Books,37.49,740,3.12
619,Significant Sing,Books,10.47,197,2.48
620,Board Any,Home,198.33,974,4.67
621,National News,Clothing,59.53,957,4.72
622,Hope Appear,Clothing,104.9,346,3.99
623,Decade Cup,Sports,205.15,191,3.14
624,Institution Itself,Home,100.08,367,1.28
625,Up Else,Sports,153.28,5,3.43
626,Letter Often,Sports,151.19,304,1.14
627,Include Recognize,Electronics,344.2,889,2.91
628,Thus Reality,Books,22.77,477,2.74
629,Always Need,Clothing,78.97,527,4.99
630,Where Go,Sports,245.35,535,4.29
631,Sister Quite,Home,239.2,359,2.68
632,Investment Somebody,Electronics,67.99,895,1.54
633,Stop Can,Home,100.28,860,3.47
